Dates,Sony Group Corporation (TSE:6758) - Volume,Sony Group Corporation (TSE:6758) - Share Pricing,Annotation,Annotation,Bankruptcy Updates,Transaction Updates,Announced/Completed Transactions,Potential Red Flags/Distress Indicators,Dividends/Splits,Company Forecasts and Ratings,Listing/Trading Related,Potential Transactions,Corporate Structure Related,Investor Activism,Insider Trades,Results Announcements/Corporate Communications,Annotation
Oct-12-2021,14.71mm,2466.00,,,,,,,,,,,,,,,
Oct-13-2021,14.35mm,2472.00,,,,,,,,,,,,,,,
Oct-14-2021,13.65mm,2511.00,,,,,,,,,,,,,,,
Oct-15-2021,20.70mm,2578.00,,,,,,,,,,,,,,,
Oct-18-2021,14.35mm,2536.00,,,,,,,,,,,,,,,
Oct-19-2021,11.97mm,2547.00,,,,,,,,,,,,,,,
Oct-20-2021,15.88mm,2564.00,,,,,,,,,,,,,,,
Oct-21-2021,12.17mm,2533.00,,,,,,,,,,,,,,,
Oct-22-2021,11.42mm,2563.00,,,,,,,,,,,,,,,
Oct-25-2021,19.47mm,2613.00,,,,,,,,,,,,,,,
Oct-26-2021,22.66mm,2682.00,,,,,,,,,,,,,,,
Oct-27-2021,17.01mm,2621.00,,,,,,,,,,,,,,,
Oct-28-2021,15.41mm,2579.00,,,,,,,,2579,,,2579,,,2579,
Oct-29-2021,29.76mm,2628.00,,,,,,,,,,,,,,,
Nov-01-2021,33.70mm,2770.00,,,,,,,,,,,,,,,
Nov-02-2021,19.07mm,2776.00,,,,,,,,,,,,,,,
Nov-04-2021,18.96mm,2799.00,,,,,,,2799,,,,,,,,
Nov-05-2021,13.93mm,2809.00,,,,,,,,,,,,,,,
Nov-08-2021,14.32mm,2797.00,,,,,,,,,,,,,,,
Nov-09-2021,11.55mm,2770.00,,,,,,,,,,,,,,,
Nov-10-2021,12.05mm,2745.00,,,,,,,,,,,,,,,
Nov-11-2021,12.92mm,2760.00,,,,,,,,,,,,,,,
Nov-12-2021,12.26mm,2792.00,,,,,,,,,,,,,,,
Nov-15-2021,10.67mm,2819.00,,,,,,,,,,,,,,,
Nov-16-2021,16.51mm,2864.00,,,,,,,,,,2864,,,,,
Nov-17-2021,17.58mm,2845.00,,,,,,,,,,,,,,,
Nov-18-2021,15.59mm,2870.00,,,,,,,,,,,,,,,
Nov-19-2021,14.67mm,2869.00,,,,,,,,,,,,,,,
Nov-22-2021,12.19mm,2856.00,,,,,,,,,,,,,,,
Nov-24-2021,16.65mm,2813.00,,,,,,,,,,,,,,,
Nov-25-2021,12.97mm,2852.00,,,,,,,,,,,,,,,
Nov-26-2021,19.63mm,2797.00,,,,,,,,,,,,,,,
Nov-29-2021,19.44mm,2750.00,,,,,,,,,,,,,,,
Nov-30-2021,30.18mm,2765.00,,,,,,,,,,,,,,,
Dec-01-2021,21.59mm,2779.00,,,,,,,,,,,,,,,
Dec-02-2021,22.30mm,2716.00,,,,,,,,,,,,,,,
Dec-03-2021,16.68mm,2765.00,,,,,,,,,,,,,,,
Dec-06-2021,15.15mm,2736.00,,,,,,,,,,,,,,2736,
Dec-07-2021,17.10mm,2797.00,,,,,,,,,,,,,,2797,
Dec-08-2021,16.05mm,2854.00,,,,,,,,,,,,,,,
Dec-09-2021,14.93mm,2814.00,,,,,,,,,,,,,,,
Dec-10-2021,17.60mm,2774.00,,,,,,,,,,,,,,,
Dec-13-2021,11.79mm,2774.00,,,,,2774,,,,,,,,,,
Dec-14-2021,12.09mm,2750.00,,,,,,,,,,,,,,,
Dec-15-2021,11.84mm,2800.00,,,,,,,,,,,,,,,
Dec-16-2021,14.33mm,2808.00,,,,,,,,,,,,,,,
Dec-17-2021,22.13mm,2770.00,,,,,,,,,,,,,,,
Dec-20-2021,13.43mm,2688.00,,,,,,,,,,,,,,,
Dec-21-2021,12.60mm,2711.00,,,,,,,,,,,,,,,
Dec-22-2021,12.76mm,2786.00,,,,,,,,,,,,,,,
Dec-23-2021,13.38mm,2843.00,,,,,,,,,,,,,,,
Dec-24-2021,7.69mm,2854.00,,,,,,,,,,,,,,,
Dec-27-2021,9.18mm,2873.00,,,,,,,,,,,,,,,
Dec-28-2021,17.21mm,2939.00,,,,,,,,,,,,,,,
Dec-29-2021,10.66mm,2916.00,,,,,,,,,,,,,,,
Dec-30-2021,10.90mm,2895.00,,,,,,,,,,,,,,,
Jan-04-2022,21.20mm,2994.00,,,,,,,,,,,,,,,
Jan-05-2022,40.14mm,3104.00,,,,,,,,,,,,,,3104,
Jan-06-2022,54.75mm,2891.00,,,,,,,,,,,,,,,
Jan-07-2022,34.98mm,2908.00,,,,2908,,,,,,,,,,,
Jan-11-2022,24.17mm,2881.00,,,,,,,,,,,,,,,
Jan-12-2022,19.04mm,2904.00,,,,,,,,,,,,,,,
Jan-13-2022,12.12mm,2894.00,,,,,,,,,,,,,,,
Jan-14-2022,21.35mm,2838.00,,,,,,,,,,,,,,,
Jan-17-2022,10.71mm,2847.00,,,,,,,,,,,,,,,
Jan-18-2022,13.57mm,2846.00,,,,,,,,,,,,,,,
Jan-19-2022,74.89mm,2482.00,,,,,,,,,,,,,,,
Jan-20-2022,48.37mm,2627.00,,,,,2627,,,,,,,,,,
Jan-21-2022,37.81mm,2591.00,,,,,,,,,,,,,,,
Jan-24-2022,25.05mm,2567.00,,,,,,,,,,,,,,,
Jan-25-2022,30.72mm,2496.00,,,,,,,,,,,,,,2496,
Jan-26-2022,23.58mm,2524.00,,,,,,,,,,,,,,,
Jan-27-2022,49.27mm,2354.00,,,,,,,,,,,,,,,
Jan-28-2022,36.47mm,2447.00,,,,,,,,,,,,,,,
Jan-31-2022,26.61mm,2544.00,,,,,,,,,,,,,,,
Feb-01-2022,26.62mm,2554.00,,,,,,,,,,,,,,,
Feb-02-2022,33.38mm,2680.00,,,,,,,,2680,,,2680,,,2680,
Feb-03-2022,48.41mm,2517.00,,,,,,,,,,,,,,,
Feb-04-2022,26.42mm,2520.00,,,,,,,,,,,,,,,
Feb-07-2022,19.27mm,2532.00,,,,,,,,,,,,,,,
Feb-08-2022,20.81mm,2505.00,,,,,,,,,,,,,,,
Feb-09-2022,19.61mm,2516.00,,,,,,,,,,,,,,,
Feb-10-2022,24.98mm,2571.00,,,,,,,,,,,,,,,
Feb-14-2022,22.20mm,2499.00,,,,,,,,,,,,,,,
Feb-15-2022,20.61mm,2442.00,,,,,,,,,,,,,,,
Feb-16-2022,16.17mm,2467.00,,,,,,,,,,,,,,,
Feb-17-2022,16.27mm,2432.00,,,,,,,,,,,,,,,
Feb-18-2022,19.31mm,2415.00,,,,,,,,,,,,,,,
Feb-21-2022,16.59mm,2378.00,,,,,,,,,,,,,,,
Feb-22-2022,23.06mm,2315.00,,,,,,,,,,,,,,,
Feb-24-2022,25.14mm,2291.00,,,,,,,,,,,,,,,
Feb-25-2022,23.57mm,2362.00,,,,,,,,,,,,,,,
Feb-28-2022,22.93mm,2362.00,,,,,,,,,,,,,,,
Mar-01-2022,19.97mm,2355.00,,,,,,,,,,,,,,,
Mar-02-2022,16.23mm,2318.00,,,,,,,,,,,,,,,
Mar-03-2022,12.96mm,2351.00,,,,,,,,,,,,,,,
Mar-04-2022,27.52mm,2277.00,,,,,,,,,,,,,,,
Mar-07-2022,22.80mm,2222.00,,,,,,,,,,,,,,,
Mar-08-2022,22.26mm,2230.00,,,,,,,,,,,,,,,
Mar-09-2022,22.56mm,2188.00,,,,,,,,,,,,,,,
Mar-10-2022,31.72mm,2364.00,,,,,,,,,,,,,,,
Mar-11-2022,22.78mm,2304.00,,,,,,,,,,,,,,,
Mar-14-2022,18.32mm,2276.00,,,,,,,,,,,,,,2276,
Mar-15-2022,17.70mm,2301.00,,,,,,,,,,,,,,,
Mar-16-2022,22.61mm,2364.00,,,,,,,,,,,,,,,
Mar-17-2022,25.02mm,2454.00,,,,,,,,,,,,,,,
Mar-18-2022,25.44mm,2485.00,,,,,,,,,,,,,,,
Mar-22-2022,21.76mm,2514.00,,,,,,,,,,,,,,,
Mar-23-2022,20.65mm,2569.00,,,,,,,,,,,,,,,
Mar-24-2022,20.95mm,2597.00,,,,,,,,,,,,,,,
Mar-25-2022,17.01mm,2571.00,,,,,,,,,,,,,,,
Mar-28-2022,12.68mm,2544.00,,,,,,,,,,,,,,,
Mar-29-2022,18.75mm,2590.00,,,,,,,,,,,,,,,
Mar-30-2022,20.94mm,2587.00,,,,,,,2587,,,,,,,,
Mar-31-2022,22.47mm,2546.00,,,,,,,,2546,,,,,,,
Apr-01-2022,20.15mm,2506.00,,,,,,,,,,,,,,,
Apr-04-2022,15.16mm,2530.00,,,,,,,,,,,,,,,
Apr-05-2022,13.98mm,2543.00,,,,2543,,,,,,,,,,,
Apr-06-2022,15.82mm,2487.00,,,,,,,,,,,,,,,
Apr-07-2022,20.83mm,2409.00,,,,,,,,,,,,,,,
Apr-08-2022,17.66mm,2439.00,,,,,,,,,,,,,,,
Apr-11-2022,26.01mm,2343.00,,,,,2343,,,,,,,,,,
Apr-12-2022,25.82mm,2281.00,,,,,,,,,,,,,,,
Apr-13-2022,21.71mm,2300.00,,,,,,,,,,,,,,,
Apr-14-2022,14.29mm,2301.00,,,,,,,,,,,,,,,
Apr-15-2022,20.13mm,2243.00,,,,,,,,,,,,,,,
Apr-18-2022,12.23mm,2228.00,,,,,,,,,,,,,,,
Apr-19-2022,12.55mm,2256.00,,,,,,,,,,2256,,,,,
Apr-20-2022,20.59mm,2286.00,,,,,,,,,,,,,,,
Apr-21-2022,18.59mm,2320.00,,,,,,,,,,,,,,,
Apr-22-2022,16.98mm,2256.00,,,,,,,,,,,,,,,
Apr-25-2022,14.25mm,2221.00,,,,,,,,,,,,,,,
Apr-26-2022,21.75mm,2214.00,,,,,,,,,,,,,,,
Apr-27-2022,33.35mm,2197.00,,,,,,,,,,,,,,,
Apr-28-2022,20.08mm,2244.00,,,,,2244,,,,,,2244,,,,
May-02-2022,16.82mm,2232.00,,,,2232,,,,,,,,,,,
May-06-2022,20.92mm,2222.00,,,,,,,,,,,,,,,
May-09-2022,19.56mm,2168.00,,,,,,,,,,,,,,,
May-10-2022,27.04mm,2100.00,,,,,2100,,,2100,,,2100,,,2100,
May-11-2022,30.76mm,2144.00,,,,,,,,,,,,,,,
May-12-2022,22.81mm,2158.00,,,,,,,,,,,,,,,
May-13-2022,28.21mm,2220.00,,,,,,,,,,,,,,,
May-16-2022,16.97mm,2236.00,,,,,,,,,,,,,,,
May-17-2022,13.58mm,2248.00,,,,,,,,,,,,,,,
May-18-2022,21.82mm,2314.00,,,,,,,,,,,,,,2314,
May-19-2022,19.15mm,2278.00,,,,,,,,,,,,,,,
May-20-2022,15.44mm,2305.00,,,,,,,,,,,,,,,
May-23-2022,14.98mm,2290.00,,,,,,,,,,,,,,,
May-24-2022,15.61mm,2274.00,,,,,,,,,,,,,,,
May-25-2022,14.83mm,2241.00,,,,,,,,,,,,,,,
May-26-2022,16.70mm,2253.00,,,,,,,,,,,,,,2253,
May-27-2022,17.93mm,2285.00,,,,,,,,,,,,,,,
May-30-2022,41.90mm,2399.00,,,,,,,,,,,,,,,
May-31-2022,27.20mm,2423.00,,,,,,,,,,,,,,,
Jun-01-2022,22.08mm,2474.00,,,,,,,,,,,,,,,
Jun-02-2022,19.44mm,2395.00,,,,,2395,,,,,,,,,,
Jun-03-2022,16.07mm,2440.00,,,,,,,,,,,,,,,
Jun-06-2022,14.68mm,2415.00,,,,,,,,,,,,,,,
Jun-07-2022,13.10mm,2425.00,,,,,,,,,,,,,,,
Jun-08-2022,15.48mm,2469.00,,,,,,,,,,,,,,,
Jun-09-2022,14.19mm,2458.00,,,,,,,,,,,,,,,
Jun-10-2022,19.40mm,2426.00,,,,,,,,,,,,,,,
Jun-13-2022,23.96mm,2306.00,,,,,,,,,,,,,,,
Jun-14-2022,26.56mm,2246.00,,,,,,,,,,,,,,2246,
Jun-15-2022,19.07mm,2223.00,,,,,,,,,,,,,,,
Jun-16-2022,16.27mm,2257.00,,,,,,,,,,,,,,,
Jun-17-2022,26.35mm,2243.00,,,,,,,,,,,,,,,
Jun-20-2022,18.12mm,2205.00,,,,,,,,,,,,,,,
Jun-21-2022,19.06mm,2293.00,,,,,,,,,,,,,,,
Jun-22-2022,14.22mm,2274.00,,,,,,,,,,,,,,,
Jun-23-2022,15.23mm,2249.00,,,,,,,,,,,,,,,
Jun-24-2022,16.56mm,2250.00,,,,,,,,,,,,,,,
Jun-27-2022,15.54mm,2301.00,,,,,,,,,,,,,,,
Jun-28-2022,14.53mm,2320.00,,,,,,,,,,,,,,2320,
Jun-29-2022,31.96mm,2297.00,,,,,,,,,,,,,,,
Jun-30-2022,29.01mm,2219.00,,,,,,,,,,,,,,,
Jul-01-2022,22.37mm,2162.00,,,,,,,,,,,2162,,,,
Jul-04-2022,14.79mm,2207.00,,,,,,,,,,,,,,,
Jul-05-2022,15.16mm,2221.00,,,,2221,,,,,,,,,,,
Jul-06-2022,21.24mm,2166.00,,,,,,,,,,,,,,,
Jul-07-2022,20.79mm,2245.00,,,,,,,,,,,,,,,
Jul-08-2022,22.65mm,2229.00,,,,,,,,,,,,,,,
Jul-11-2022,17.21mm,2276.00,,,,,,,,,,,,,,,
Jul-12-2022,13.84mm,2242.00,,,,,,,,,,,,,,,
Jul-13-2022,12.02mm,2238.00,,,,,,,,,,,,,,,
Jul-14-2022,12.08mm,2241.00,,,,,,,,,,,,,,,
Jul-15-2022,13.04mm,2241.00,,,,,,,,,,,,,,,
Jul-19-2022,19.86mm,2293.00,,,,,,,,,,,,,,,
Jul-20-2022,22.08mm,2388.00,,,,,,,,,,,,,,,
Jul-21-2022,14.02mm,2390.00,,,,,,,,,,2390,,,,,
Jul-22-2022,15.39mm,2405.00,,,,,,,,,,,,,,,
Jul-25-2022,14.72mm,2341.00,,,,,,,,,,,,,,,
Jul-26-2022,9.91mm,2346.00,,,,,,,,,,,,,,,
Jul-27-2022,11.58mm,2332.00,,,,,,,,,,,,,,,
Jul-28-2022,17.96mm,2335.00,,,,,,,,,,,,,,,
Jul-29-2022,17.74mm,2339.00,,,,,,,,2339,,,,,,2339,
Aug-01-2022,57.56mm,2264.00,,,,,,,,,,,,,,,
Aug-02-2022,24.64mm,2246.00,,,,,,,,,,,,,,,
Aug-03-2022,23.38mm,2291.00,,,,,,,,,,,,,,,
Aug-04-2022,16.63mm,2296.00,,,,,,,,,,,,,,,
Aug-05-2022,17.26mm,2337.00,,,,,,,,,,,,,,,
Aug-08-2022,9.43mm,2345.00,,,,,,,,,,,,,,,
Aug-09-2022,17.00mm,2287.00,,,,,,,,,,,,,,,
Aug-10-2022,13.71mm,2242.00,,,,,,,,,,,,,,,
Aug-12-2022,21.94mm,2291.00,,,,,,,,,,,,,,,
Aug-15-2022,13.46mm,2317.00,,,,,,,,,,,,,,,
Aug-16-2022,8.80mm,2321.00,,,,,,,,,,,,,,,
Aug-17-2022,22.21mm,2392.00,,,,,,,,,,,,,,,
Aug-18-2022,11.77mm,2350.00,,,,,,,,,,,,,,,
Aug-19-2022,18.25mm,2400.00,,,,,,,,,,,,,,,
Aug-22-2022,10.35mm,2386.00,,,,,,,,,,,,,,,
Aug-23-2022,18.42mm,2307.00,,,,,,,,,,,,,,,
Aug-24-2022,12.17mm,2275.00,,,,,,,,,,,,,,,
Aug-25-2022,11.15mm,2279.00,,,,,,,,,,,,,,,
Aug-26-2022,8.94mm,2302.00,,,,,,,,,,,,,,,
Aug-29-2022,16.05mm,2259.00,,,,,,,,,,,,,,,
Aug-30-2022,11.83mm,2265.00,,,,,,,,,,,,,,,
Aug-31-2022,27.10mm,2227.00,,,,,,,,,,,,,,,
Sep-01-2022,19.57mm,2200.00,,,,,,,,,,,,,,,
Sep-02-2022,18.82mm,2176.00,,,,,,,,,,,,,,,
Sep-05-2022,9.60mm,2173.00,,,,,,,,,,,,,,,
Sep-06-2022,10.54mm,2155.00,,,,,,,,,,,,,,,
Sep-07-2022,21.25mm,2105.00,,,,,,,,,,,,,,,
Sep-08-2022,20.44mm,2155.00,,,,,,,,,,,,,,,
Sep-09-2022,20.99mm,2139.00,,,,,,,,,,,,,,,
Sep-12-2022,11.18mm,2152.00,,,,,,,,,,,,,,,
Sep-13-2022,12.38mm,2153.00,,,,,,,,,,,,,,,
Sep-14-2022,28.55mm,2075.00,,,,,,,,,,,,,,,
Sep-15-2022,15.23mm,2094.00,,,,,,,,,,,,,,2094,
Sep-16-2022,16.01mm,2082.00,,,,,,,,,,,,,,,
Sep-20-2022,16.62mm,2071.00,,,,,2071,,,,,,,,,,
Sep-21-2022,17.47mm,2034.00,,,,,,,,,,,,,,,
Sep-22-2022,23.97mm,2014.00,,,,,,,,,,,,,,,
Sep-26-2022,40.49mm,1936.40,,,,,,,,,,,,,,,
Sep-27-2022,25.95mm,1926.40,,,,,,,,,,,,,,1926.4,
Sep-28-2022,32.74mm,1912.20,,,,,,,,,,,,,,,
Sep-29-2022,31.52mm,1917.80,,,,,,,1917.8,,,,,,,,
Sep-30-2022,31.43mm,1857.20,,,,,,,,,,,,,,,
Oct-03-2022,34.02mm,1901.80,,,,,,,,,,,,,,,
Oct-04-2022,33.26mm,1949.80,,,,,,,,,,,,,,,
Oct-05-2022,24.35mm,1952.60,,,,1952.6,,,,,,,,,,,
Oct-06-2022,24.42mm,1985.00,,,,,,,,,,,,,,,
Oct-07-2022,21.59mm,1978.20,,,,,,,,,,,,,,,
Oct-11-2022,26.60mm,1897.20,,,,,,,,,,,,,,,
Oct-12-2022,24.88mm,1869.60,,,,,,,,,,,,,,,
Oct-13-2022,18.29mm,1861.00,,,,,,,,,,,,,,,
Oct-14-2022,25.31mm,1941.00,,,,,,,,,,,,,,,
Oct-17-2022,15.71mm,1929.20,,,,,,,,,,,,,,,
Oct-18-2022,16.75mm,1950.80,,,,,,,,,,,,,,,
Oct-19-2022,11.64mm,1961.00,,,,,,,,,,,,,,,
Oct-20-2022,14.19mm,1945.00,,,,,,,,,,,,,,,
Oct-21-2022,17.06mm,1916.00,,,,,,,,,,,,,,,
Oct-24-2022,17.93mm,1922.80,,,,,,,,,,,,,,,
Oct-25-2022,18.12mm,1958.20,,,,,,,,,,,,,,,
Oct-26-2022,18.33mm,1976.80,,,,,,,,,,,,,,,
Oct-27-2022,12.39mm,1974.00,,,,,,,,,,,,,,,
Oct-28-2022,18.03mm,1957.80,,,,,,,,,,,,,,,
Oct-31-2022,17.11mm,1997.60,,,,,,,,,,,,,,,
Nov-01-2022,20.20mm,2010.00,,,,,,,,2010,,,2010,,,2010,
Nov-02-2022,56.16mm,2151.00,,,,,,,,,,,,,,,
Nov-04-2022,27.94mm,2140.00,,,,,,,,,,,,,,,
Nov-07-2022,18.78mm,2169.00,,,,,,,,,,,,,,,
Nov-08-2022,28.94mm,2240.00,,,,,,,,,,,,,,,
Nov-09-2022,13.20mm,2238.00,,,,,,,,,,,,,,,
Nov-10-2022,14.22mm,2204.00,,,,,,,,,,,,,,,
Nov-11-2022,31.99mm,2326.00,,,,,,,,,,,,,,,
Nov-14-2022,13.85mm,2319.00,,,,,,,,,,2319,,,,,
Nov-15-2022,11.21mm,2318.00,,,,,,,,,,,,,,,
Nov-16-2022,16.52mm,2278.00,,,,,,,,,,,,,,,
Nov-17-2022,14.65mm,2239.00,,,,,,,,,,,,,,,
Nov-18-2022,11.25mm,2244.00,,,,,,,,,,,,,,,
Nov-21-2022,10.98mm,2251.00,,,,,,,,,,,,,,,
Nov-22-2022,16.05mm,2289.00,,,,,,,,,,,,,,,
Nov-24-2022,18.54mm,2338.00,,,,,,,,,,,,,,,
Nov-25-2022,9.23mm,2320.00,,,,,,,,,,,,,,,
Nov-28-2022,10.33mm,2302.00,,,,,,,,,,,,,,,
Nov-29-2022,11.56mm,2274.00,,,,,,,,,,,,,,,
Nov-30-2022,23.41mm,2251.00,,,,,,,,,,,,,,,
Dec-01-2022,17.18mm,2265.00,,,,,,,,,,,,,,,
Dec-02-2022,18.64mm,2236.00,,,,,2236,,,,,2236,,,,,
Dec-05-2022,13.86mm,2229.00,,,,,,,,,,,,,,2229,
Dec-06-2022,12.05mm,2203.00,,,,,,,,,,,,,,2203,
Dec-07-2022,13.11mm,2175.00,,,,,,,,,,,,,,,
Dec-08-2022,20.41mm,2133.00,,,,,2133,,,,,,,,,,
Dec-09-2022,21.04mm,2182.00,,,,,,,,,,,,,,,
Dec-12-2022,10.21mm,2175.00,,,,,,,,,,,,,,,
Dec-13-2022,14.60mm,2198.00,,,,,,,,,,,,,,,
Dec-14-2022,18.74mm,2230.00,,,,,,,,,,,,,,,
Dec-15-2022,11.69mm,2209.00,,,,,,,,,,,,,,,
Dec-16-2022,18.32mm,2171.00,,,,,,,,,,,,,,,
Dec-19-2022,10.82mm,2149.00,,,,,,,,,,,,,,,
Dec-20-2022,23.28mm,2070.00,,,,,,,,,,,,,,,
Dec-21-2022,18.94mm,2037.00,,,,,,,,,,,,,,,
Dec-22-2022,14.14mm,2056.00,,,,,,,,,,,,,,,
Dec-23-2022,13.31mm,2040.00,,,,,,,,,,,,,,,
Dec-26-2022,5.05mm,2046.00,,,,,,,,,,,,,,,
Dec-27-2022,7.90mm,2031.00,,,,,,,,,,,,,,,
Dec-28-2022,9.42mm,2036.00,,,,,,,,,,,,,,,
Dec-29-2022,9.94mm,2023.00,,,,,,,,,,,,,,,
Dec-30-2022,12.83mm,2007.00,,,,,,,,,,,,,,,
Jan-04-2023,20.12mm,2033.00,,,,,,,,,,,,,,2033,
Jan-05-2023,21.69mm,2077.00,,,,,,,,,,,,,,2077,
Jan-06-2023,20.54mm,2127.00,,,,,,,,,,,,,,,
Jan-10-2023,19.63mm,2145.00,,,,2145,,,,,,,,,,,
Jan-11-2023,22.69mm,2220.00,,,,,,,,,,,,,,,
Jan-12-2023,18.39mm,2229.00,,,,,,,,,,,,,,,
Jan-13-2023,17.02mm,2193.00,,,,,,,,,,,,,,,
Jan-16-2023,13.15mm,2171.00,,,,,,,,,,,,,,,
Jan-17-2023,15.10mm,2224.00,,,,,,,,,,,,,,,
Jan-18-2023,16.77mm,2270.00,,,,,,,,,,,,,,,
Jan-19-2023,18.09mm,2276.00,,,,,,,,,,,,,,,
Jan-20-2023,16.22mm,2286.00,,,,,,,,,,,,,,,
Jan-23-2023,14.08mm,2290.00,,,,,,,,,,,,,,,
Jan-24-2023,16.68mm,2334.00,,,,,,,,,,,,,,,
Jan-25-2023,11.19mm,2333.00,,,,,,,,,,,,,,,
Jan-26-2023,15.09mm,2303.00,,,,,,,,,,,,,,,
Jan-27-2023,13.37mm,2326.00,,,,,,,,,,,,,,,
Jan-30-2023,13.43mm,2320.00,,,,,,,,,,,,,,,
Jan-31-2023,20.39mm,2316.00,,,,,,,,,,,,,,,
Feb-01-2023,17.81mm,2294.00,,,,,,,,,,,,,,,
Feb-02-2023,20.97mm,2298.00,,,,,,,2298,,,,2298,,,2298,
Feb-03-2023,47.74mm,2440.00,,,,,,,,,,,,,,,
Feb-06-2023,21.25mm,2403.00,,,,,,,,,,,,,,,
Feb-07-2023,16.28mm,2411.00,,,,,,,,,,2411,,,,,
Feb-08-2023,15.40mm,2391.00,,,,,,,,,,,,,,,
Feb-09-2023,13.16mm,2389.00,,,,,,,,,,,,,,,
Feb-10-2023,14.02mm,2388.00,,,,,,,,,,,,,,,
Feb-13-2023,10.69mm,2342.00,,,,,,,,,,,,,,,
Feb-14-2023,11.26mm,2356.00,,,,,,,,,,,,,,,
Feb-15-2023,10.79mm,2341.00,,,,,2341,,,,,,,,,,
Feb-16-2023,9.51mm,2352.00,,,,,,,,,,,,,,,
Feb-17-2023,15.59mm,2296.00,,,,,,,,,,,,,,,
Feb-20-2023,15.89mm,2288.00,,,,,,,,,,,,,,,
Feb-21-2023,10.73mm,2270.00,,,,,,,,,,,,,,,
Feb-22-2023,16.54mm,2224.00,,,,,,,,,,,,,,,
Feb-24-2023,15.82mm,2271.00,,,,,,,,,,,,,,,
Feb-27-2023,10.23mm,2280.00,,,,,,,,,,,,,,,
Feb-28-2023,11.59mm,2286.00,,,,,,,,,,,,,,,
Mar-01-2023,11.43mm,2287.00,,,,,,,,,,,,,,,
Mar-02-2023,9.95mm,2276.00,,,,,,,,,,,,,,,
Mar-03-2023,16.85mm,2309.00,,,,,,,,,,,,,,,
Mar-06-2023,18.27mm,2368.00,,,,,,,,,,,,,,2368,
Mar-07-2023,16.25mm,2398.00,,,,,,,,,,,,,,,
Mar-08-2023,16.21mm,2412.00,,,,,,,,,,,,,,,
Mar-09-2023,13.04mm,2405.00,,,,,,,,,,,,,,,
Mar-10-2023,24.72mm,2340.00,,,,,,,,,,,,,,,
Mar-13-2023,13.62mm,2321.00,,,,,,,,,,,,,,,
Mar-14-2023,19.06mm,2257.00,,,,,,,,,,,,,,,
Mar-15-2023,14.06mm,2264.00,,,,,,,,,,,,,,,
Mar-16-2023,16.53mm,2247.00,,,,,,,,,,,,,,,
Mar-17-2023,22.22mm,2326.00,,,,,,,,,,,,,,,
Mar-20-2023,17.51mm,2312.00,,,,,,,,,,,,,,,
Mar-22-2023,21.28mm,2346.00,,,,,,,,,,,,,,,
Mar-23-2023,15.53mm,2316.00,,,,,,,,,,,,,,,
Mar-24-2023,12.30mm,2319.00,,,,,,,,,,,,,,,
Mar-27-2023,12.16mm,2290.00,,,,,,,,,,,,,,,
Mar-28-2023,14.27mm,2266.00,,,,,,,,,,,,,,,
Mar-29-2023,19.85mm,2299.00,,,,,,,,,,,,,,,
Mar-30-2023,20.40mm,2347.00,,,,,,,2347,,,,,,,,
Mar-31-2023,22.99mm,2397.00,,,,,,,,,,,,,,,
Apr-03-2023,16.28mm,2406.00,,,,,,,,,,,,,,,
Apr-04-2023,15.14mm,2403.00,,,,,,,,,,,,,,,
Apr-05-2023,14.19mm,2362.00,,,,2362,,,,,,,,,,,
Apr-06-2023,17.94mm,2311.00,,,,,,,,,,,,,,,
Apr-07-2023,9.82mm,2322.00,,,,,,,,,,,,,,,
Apr-10-2023,9.75mm,2335.00,,,,,,,,,,,,,,,
Apr-11-2023,12.96mm,2370.00,,,,,,,,,,,,,,,
Apr-12-2023,12.90mm,2399.00,,,,,,,,,,,,,,,
Apr-13-2023,12.60mm,2380.00,,,,,,,,,,,,,,,
Apr-14-2023,18.47mm,2422.00,,,,,,,,,,,,,,,
Apr-17-2023,10.93mm,2427.00,,,,,,,,,,,,,,,
Apr-18-2023,16.69mm,2438.00,,,,,,,,,,,,,,,
Apr-19-2023,12.28mm,2462.00,,,,,,,,,,,,,,,
Apr-20-2023,11.84mm,2465.00,,,,,,,,,,,,,,,
Apr-21-2023,11.98mm,2458.00,,,,,,,,,,,,,,,
Apr-24-2023,8.70mm,2457.00,,,,,,,,,,,,,,,
Apr-25-2023,9.73mm,2462.00,,,,,,,,,,,,,,,
Apr-26-2023,12.96mm,2428.00,,,,,2428,,,,,,2428,,,,
Apr-27-2023,25.09mm,2514.00,,,,,,,,,,,,,,2514,
Apr-28-2023,24.11mm,2566.00,,,,,,,,,,,,,,2566,
May-01-2023,37.80mm,2519.00,,,,,,,,,,,,,,,
May-02-2023,20.41mm,2517.00,,,,,,,,,,,,,,,
May-08-2023,23.65mm,2469.00,,,,,,,,,,,,,,,
May-09-2023,17.43mm,2527.00,,,,,,,,,,,,,,,
May-10-2023,13.57mm,2504.00,,,,,2504,,,,,,,,,,
May-11-2023,9.24mm,2511.00,,,,2511,,,,,,,,,,,
May-12-2023,19.53mm,2556.00,,,,,2556,,,,,,,,,,
May-15-2023,13.70mm,2575.00,,,,,,,,,,,,,,,
May-16-2023,12.69mm,2564.00,,,,,,,,,,,,,,,
May-17-2023,15.83mm,2579.00,,,,,2579,,,,,,2579,,,,
May-18-2023,43.84mm,2744.00,,,,,2744,,,,,,,,,2744,
